Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source,Style
Fleeting Snowfall,3,Bracelet,,4,178,33,19,90,28,0,0,0,,,Elegant
Fleeting Snowfall,3,Bracelet,,5,212,39,22,108,33,0,0,0,,,Elegant
Peachy Nostalgia,3,Bracelet,,0,0,40,75,0,13,0,0,0,,,Sweet
Peachy Nostalgia,3,Bracelet,,1,14,50,94,14,0,0,0,0,,,Sweet
Peachy Nostalgia,3,Bracelet,,2,18,62,0,18,21,0,0,0,,,Fresh
Peachy Nostalgia,3,Bracelet,,3,21,76,143,21,25,0,0,0,,,Sweet
Peachy Nostalgia,3,Bracelet,,4,26,92,173,26,30,0,0,0,,,Sweet
Peachy Nostalgia,3,Bracelet,,5,31,110,207,31,36,0,0,0,,,Sweet
Snowflake Bracelet,2,Bracelet,,0,47,7,24,6,6,0,0,0,,,Elegant
Snowflake Bracelet,2,Bracelet,,1,59,9,30,8,8,0,0,0,,,Elegant
Snowflake Bracelet,2,Bracelet,,2,73,0,38,10,10,0,0,0,,,Elegant
Snowflake Bracelet,2,Bracelet,,3,90,14,46,12,12,0,0,0,,,Elegant
Snowflake Bracelet,2,Bracelet,,4,109,0,56,14,14,0,0,0,,,Elegant
Snowflake Bracelet,2,Bracelet,,5,130,20,66,0,17,0,0,0,,,Elegant
Pink Pearls,2,Bracelet,,0,5,5,48,9,24,0,0,0,,,Sweet
Pink Pearls,2,Bracelet,,1,7,7,60,12,30,0,0,0,,,Sweet
Pink Pearls,2,Bracelet,,2,8,8,75,14,38,0,0,0,,,Sweet
Pink Pearls,2,Bracelet,,3,10,10,92,18,46,0,0,0,,,Sweet
Pink Pearls,2,Bracelet,,4,0,0,0,21,56,0,0,0,,,Cool
Pink Pearls,2,Bracelet,,5,14,14,132,25,66,0,0,0,,,Sweet
Forgotten Hair Tie,3,Bracelet,,0,13,39,75,0,12,0,0,0,,,Sweet
Forgotten Hair Tie,3,Bracelet,,1,0,49,94,14,15,0,0,0,,,Sweet
Forgotten Hair Tie,3,Bracelet,,2,21,61,0,18,19,0,0,0,,,Fresh
Forgotten Hair Tie,3,Bracelet,,3,25,75,143,21,23,0,0,0,,,Sweet
Forgotten Hair Tie,3,Bracelet,,4,30,90,173,26,28,0,0,0,,,Sweet
Forgotten Hair Tie,3,Bracelet,,5,36,108,207,31,33,0,0,0,,,Sweet
Languid Windmill,4,Bracelet,,0,14,108,52,0,18,0,0,0,,,Fresh
Languid Windmill,4,Bracelet,,1,18,135,65,14,23,0,0,0,,,Fresh
Languid Windmill,4,Bracelet,,2,22,168,81,18,28,0,0,0,,,Fresh
Languid Windmill,4,Bracelet,,3,27,206,99,21,35,0,0,0,,,Fresh
Languid Windmill,4,Bracelet,,4,33,249,120,26,42,0,0,0,,,Fresh
Languid Windmill,4,Bracelet,,5,39,297,143,31,50,0,0,0,,,Fresh
Unfulfilled Wish,4,Bracelet,,0,51,0,108,13,19,0,0,0,,,Sweet
Unfulfilled Wish,4,Bracelet,,1,64,14,135,0,24,0,0,0,,,Sweet
Unfulfilled Wish,4,Bracelet,,2,80,18,168,21,30,0,0,0,,,Sweet
Unfulfilled Wish,4,Bracelet,,3,0,21,206,25,37,0,0,0,,,Sweet
Unfulfilled Wish,4,Bracelet,,4,118,26,249,30,44,0,0,0,,,Sweet
Unfulfilled Wish,4,Bracelet,,5,141,31,297,36,53,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,0,15,43,86,10,11,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,1,19,54,108,13,14,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,2,24,67,134,16,18,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,3,29,82,164,19,21,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,4,35,99,198,23,26,0,0,0,,,Sweet
Gentle Touch,4,Bracelet,,5,42,19,237,28,31,0,0,0,,,Sweet
Wishful Honors,5,Chest Accessory,,0,129,22,65,20,18,0,0,0,,,Elegant
Wishful Honors,5,Chest Accessory,,1,162,28,82,25,23,0,0,0,,,Elegant
Wishful Honors,5,Chest Accessory,,2,200,35,101,31,28,0,0,0,,,Elegant
Wishful Honors,5,Chest Accessory,,3,246,42,124,38,35,0,0,0,,,Elegant
Wishful Honors,5,Chest Accessory,,4,297,51,150,46,42,0,0,0,,,Elegant
Wishful Honors,5,Chest Accessory,,5,355,61,179,55,50,0,0,0,,,Elegant
Galaxy's Desire,3,Chest Accessory,,0,39,0,9,14,77,0,0,0,,,Cool
Galaxy's Desire,3,Chest Accessory,,1,49,15,0,18,97,0,0,0,,,Cool
Galaxy's Desire,3,Chest Accessory,,2,61,19,14,22,120,0,0,0,,,Cool
Galaxy's Desire,3,Chest Accessory,,3,75,23,18,27,147,0,0,0,,,Cool
Galaxy's Desire,3,Chest Accessory,,4,90,28,21,33,178,0,0,0,,,Cool
Galaxy's Desire,3,Chest Accessory,,5,108,33,25,39,212,0,0,0,,,Cool
Unnamed Medal,3,Chest Accessory,,0,13,14,12,36,75,0,0,0,,,Cool
Unnamed Medal,3,Chest Accessory,,1,0,18,15,45,94,0,0,0,,,Cool
Unnamed Medal,3,Chest Accessory,,2,21,22,19,56,0,0,0,0,,,Sexy
Unnamed Medal,3,Chest Accessory,,3,25,27,23,69,143,0,0,0,,,Cool
Unnamed Medal,3,Chest Accessory,,4,30,33,28,83,173,0,0,0,,,Cool
Unnamed Medal,3,Chest Accessory,,5,36,39,33,99,207,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,0,10,36,13,14,76,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,1,13,45,0,18,95,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,2,16,56,21,22,118,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,3,19,69,25,27,145,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,4,23,83,30,33,175,0,0,0,,,Cool
Glorious Calling,3,Chest Accessory,,5,28,99,36,39,209,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,0,13,41,15,13,82,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,1,0,52,19,0,103,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,2,21,64,24,21,128,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,3,25,78,29,25,156,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,4,30,95,35,30,189,0,0,0,,,Cool
Power Supply,4,Chest Accessory,,5,36,113,42,36,226,0,0,0,,,Cool
Field Posy,4,Chest Accessory,,0,14,15,84,10,42,0,0,0,,,Sweet
Field Posy,4,Chest Accessory,,1,18,19,105,13,53,0,0,0,,,Sweet
Field Posy,4,Chest Accessory,,2,22,24,131,16,66,0,0,0,,,Sweet
Field Posy,4,Chest Accessory,,3,27,29,160,19,80,0,0,0,,,Sweet
Field Posy,4,Chest Accessory,,4,33,35,194,23,97,0,0,0,,,Sweet
Field Posy,4,Chest Accessory,,5,39,42,231,28,116,0,0,0,,,Sweet
Night's Soul,3,Choker,,0,14,9,8,39,80,0,0,0,,,Cool
Night's Soul,3,Choker,,1,18,0,10,49,100,0,0,0,,,Cool
Night's Soul,3,Choker,,2,22,14,13,61,124,0,0,0,,,Cool
Night's Soul,3,Choker,,3,27,18,16,75,152,0,0,0,,,Cool
Night's Soul,3,Choker,,4,33,21,19,90,184,0,0,0,,,Cool
Night's Soul,3,Choker,,5,39,25,22,108,220,0,0,0,,,Cool
Heartfelt Words,3,Choker,,0,8,10,79,13,39,0,0,0,,,Sweet
Heartfelt Words,3,Choker,,1,10,13,99,0,49,0,0,0,,,Sweet
Heartfelt Words,3,Choker,,2,13,16,123,21,61,0,0,0,,,Sweet
Heartfelt Words,3,Choker,,3,16,19,151,25,75,0,0,0,,,Sweet
Heartfelt Words,3,Choker,,4,19,23,182,30,90,0,0,0,,,Sweet
Heartfelt Words,3,Choker,,5,22,28,218,36,108,0,0,0,,,Sweet
Fluttering Heart,3,Choker,,0,9,9,8,41,83,0,0,0,,,Cool
Fluttering Heart,3,Choker,,1,0,0,10,52,104,0,0,0,,,Cool
Fluttering Heart,3,Choker,,2,14,14,13,64,129,0,0,0,,,Cool
Fluttering Heart,3,Choker,,3,18,18,16,78,158,0,0,0,,,Cool
Fluttering Heart,3,Choker,,4,21,21,19,95,191,0,0,0,,,Cool
Fluttering Heart,3,Choker,,5,25,25,22,113,229,0,0,0,,,Cool
Swan Sonata,5,Choker,,0,138,14,18,65,20,0,0,0,,,Elegant
Swan Sonata,5,Choker,,1,173,18,23,82,25,0,0,0,,,Elegant
Swan Sonata,5,Choker,,2,214,22,28,101,31,0,0,0,,,Elegant
Swan Sonata,5,Choker,,3,263,27,35,124,38,0,0,0,,,Elegant
Swan Sonata,5,Choker,,4,318,33,42,150,46,0,0,0,,,Elegant
Swan Sonata,5,Choker,,5,380,39,50,179,55,0,0,0,,,Elegant
Sealing Cocoon,5,Choker,,0,67,24,13,131,20,0,0,0,,,Sexy
Sealing Cocoon,5,Choker,,1,84,30,0,164,25,0,0,0,,,Sexy
Sealing Cocoon,5,Choker,,2,104,38,21,204,31,0,0,0,,,Sexy
Sealing Cocoon,5,Choker,,3,128,46,25,249,38,0,0,0,,,Sexy
Sealing Cocoon,5,Choker,,4,155,56,30,302,46,0,0,0,,,Sexy
Sealing Cocoon,5,Choker,,5,185,66,36,361,55,0,0,0,,,Sexy
Silent Whispers,3,Choker,,0,39,13,14,77,8,0,0,0,,,Sexy
Silent Whispers,3,Choker,,1,49,0,18,0,10,0,0,0,,,Elegant
Silent Whispers,3,Choker,,2,61,21,22,120,13,0,0,0,,,Sexy
Silent Whispers,3,Choker,,3,75,25,27,147,16,0,0,0,,,Sexy
Silent Whispers,3,Choker,,4,90,30,33,178,19,0,0,0,,,Sexy
Silent Whispers,3,Choker,,5,108,36,39,212,22,0,0,0,,,Sexy
Rebellious Will,3,Choker,,0,7,14,12,40,77,0,0,0,,,Cool
Rebellious Will,3,Choker,,1,9,18,15,50,97,0,0,0,,,Cool
Rebellious Will,3,Choker,,2,0,22,19,62,120,0,0,0,,,Cool
Rebellious Will,3,Choker,,3,14,27,23,76,147,0,0,0,,,Cool
Rebellious Will,3,Choker,,4,0,33,28,92,178,0,0,0,,,Cool
Rebellious Will,3,Choker,,5,20,39,33,110,212,0,0,0,,,Cool
Past Fragrance,4,Choker,,0,40,85,0,14,15,0,0,0,,,Fresh
Past Fragrance,4,Choker,,1,50,107,14,18,19,0,0,0,,,Fresh
Past Fragrance,4,Choker,,2,62,132,18,22,24,0,0,0,,,Fresh
Past Fragrance,4,Choker,,3,76,162,21,27,29,0,0,0,,,Fresh
Past Fragrance,4,Choker,,4,92,196,26,33,35,0,0,0,,,Fresh
Past Fragrance,4,Choker,,5,110,234,31,39,42,0,0,0,,,Fresh
Flowing Ripple,4,Choker,,0,8,44,87,0,15,0,0,0,,,Sweet
Flowing Ripple,4,Choker,,1,10,55,109,14,19,0,0,0,,,Sweet
Flowing Ripple,4,Choker,,2,13,69,135,18,24,0,0,0,,,Sweet
Flowing Ripple,4,Choker,,3,16,84,166,21,29,0,0,0,,,Sweet
Flowing Ripple,4,Choker,,4,19,102,201,26,35,0,0,0,,,Sweet
Flowing Ripple,4,Choker,,5,22,121,240,31,42,0,0,0,,,Sweet
First Impression,3,Choker,,0,0,39,79,8,12,0,0,0,,,Sweet
First Impression,3,Choker,,1,15,49,99,10,15,0,0,0,,,Sweet
First Impression,3,Choker,,2,19,61,123,13,19,0,0,0,,,Sweet
First Impression,3,Choker,,3,23,75,151,16,23,0,0,0,,,Sweet
First Impression,3,Choker,,4,28,90,182,19,28,0,0,0,,,Sweet
First Impression,3,Choker,,5,33,108,218,22,33,0,0,0,,,Sweet
Fluttering Wishes,5,Dress,,0,831,441,154,0,160,0,0,0,,,Elegant
Fluttering Wishes,5,Dress,,1,1039,552,193,144,200,0,0,0,,,Elegant
Fluttering Wishes,5,Dress,,2,1289,684,239,179,248,0,0,0,,,Elegant
Fluttering Wishes,5,Dress,,3,1579,838,293,219,304,0,0,0,,,Elegant
Fluttering Wishes,5,Dress,,4,1912,0,355,265,368,0,0,0,,,Elegant
Fluttering Wishes,5,Dress,,5,2286,1213,424,317,440,0,0,0,,,Elegant
Starry Vigil,3,Dress,,0,285,51,553,52,59,0,0,0,,,Sweet
Starry Vigil,3,Dress,,1,357,64,692,65,74,0,0,0,,,Sweet
Starry Vigil,3,Dress,,2,442,80,858,81,92,0,0,0,,,Sweet
Starry Vigil,3,Dress,,3,542,0,1051,99,113,0,0,0,,,Sweet
Starry Vigil,3,Dress,,4,656,118,1272,120,136,0,0,0,,,Sweet
Starry Vigil,3,Dress,,5,784,141,1521,143,163,0,0,0,,,Sweet
Confession Lace,3,Dress,,0,502,76,260,90,71,0,0,0,,,Elegant
Confession Lace,3,Dress,,1,628,95,325,113,89,0,0,0,,,Elegant
Confession Lace,3,Dress,,2,779,118,403,140,0,0,0,0,,,Elegant
Confession Lace,3,Dress,,3,954,145,494,171,135,0,0,0,,,Elegant
Confession Lace,3,Dress,,4,0,175,598,207,164,0,0,0,,,Sweet
Confession Lace,3,Dress,,5,1381,209,715,248,196,0,0,0,,,Elegant
Spring Qipao,3,Dress,,0,83,499,95,247,76,0,0,0,,,Fresh
Spring Qipao,3,Dress,,1,104,624,19,309,95,0,0,0,,,Fresh
Spring Qipao,3,Dress,,2,129,774,148,383,118,0,0,0,,,Fresh
Spring Qipao,3,Dress,,3,158,949,181,470,145,0,0,0,,,Fresh
Spring Qipao,3,Dress,,4,191,1148,219,569,175,0,0,0,,,Fresh
Spring Qipao,3,Dress,,5,229,1373,262,680,209,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,0,273,533,94,51,49,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,1,342,667,118,64,62,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,2,424,827,146,80,76,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,3,519,1013,179,0,94,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,4,628,1226,217,118,113,0,0,0,,,Fresh
Fragrant Reverie,3,Dress,,5,751,1466,259,141,135,0,0,0,,,Fresh
Mature Aftertaste,3,Dress,,0,531,55,81,282,52,0,0,0,,,Elegant
Mature Aftertaste,3,Dress,,1,664,69,102,353,65,0,0,0,,,Elegant
Mature Aftertaste,3,Dress,,2,824,86,126,438,81,0,0,0,,,Elegant
Mature Aftertaste,3,Dress,,3,1009,105,154,536,99,0,0,0,,,Elegant
Mature Aftertaste,3,Dress,,4,1222,127,187,649,120,0,0,0,,,Elegant
Mature Aftertaste,3,Dress,,5,1461,152,223,776,143,0,0,0,,,Elegant
Natural Color,3,Dress,,0,263,521,59,71,86,0,0,0,,,Fresh
Natural Color,3,Dress,,1,329,652,74,89,108,0,0,0,,,Fresh
Natural Color,3,Dress,,2,408,808,92,0,134,0,0,0,,,Fresh
Natural Color,3,Dress,,3,500,990,113,135,164,0,0,0,,,Fresh
Natural Color,3,Dress,,4,605,1199,136,164,198,0,0,0,,,Fresh
Natural Color,3,Dress,,5,724,1433,163,196,237,0,0,0,,,Fresh
Dreamlike Stars,3,Dress,,0,60,50,286,0,53,0,0,0,,,Sweet
Dreamlike Stars,3,Dress,,1,75,63,358,689,67,0,0,0,,,Sexy
Dreamlike Stars,3,Dress,,2,93,78,444,855,83,0,0,0,,,Sexy
Dreamlike Stars,3,Dress,,3,4,95,544,1047,101,0,0,0,,,Sexy
Dreamlike Stars,3,Dress,,4,138,0,658,1268,122,0,0,0,,,Sexy
Dreamlike Stars,3,Dress,,5,165,138,787,1516,146,0,0,0,,,Sexy
Blooming Grace,5,Dress,,0,915,86,146,452,101,0,0,0,,,Elegant
Blooming Grace,5,Dress,,1,1144,108,183,565,127,0,0,0,,,Elegant
Blooming Grace,5,Dress,,2,1419,134,227,701,157,0,0,0,,,Elegant
Blooming Grace,5,Dress,,3,1739,164,278,859,192,0,0,0,,,Elegant
Blooming Grace,5,Dress,,4,2105,198,336,1040,233,0,0,0,,,Elegant
Blooming Grace,5,Dress,,5,2517,237,402,1243,278,0,0,0,,,Elegant
Starry Splendor,5,Dress,,0,436,890,19,164,91,0,0,0,,,Fresh
Starry Splendor,5,Dress,,1,545,0,149,205,4,0,0,0,,,Elegant
Starry Splendor,5,Dress,,2,676,1380,185,255,142,0,0,0,,,Fresh
Starry Splendor,5,Dress,,3,829,1691,227,312,173,0,0,0,,,Fresh
Starry Splendor,5,Dress,,4,1003,2047,274,378,210,0,0,0,,,Fresh
Starry Splendor,5,Dress,,5,1199,2448,328,451,251,0,0,0,,,Fresh
Fluttering Twist,5,Dress,,0,457,98,95,913,137,0,0,0,,,Sexy
Fluttering Twist,5,Dress,,1,572,123,19,1142,172,0,0,0,,,Sexy
Fluttering Twist,5,Dress,,2,709,152,148,1416,213,0,0,0,,,Sexy
Fluttering Twist,5,Dress,,3,869,187,181,1735,261,0,0,0,,,Sexy
Fluttering Twist,5,Dress,,4,1052,226,219,2100,316,0,0,0,,,Sexy
Fluttering Twist,5,Dress,,5,1257,270,262,2511,377,0,0,0,,,Sexy
Peachy Fellowship,3,Dress,,0,56,255,522,93,74,0,0,0,,,Sweet
Peachy Fellowship,3,Dress,,1,70,319,653,0,93,0,0,0,,,Sweet
Peachy Fellowship,3,Dress,,2,87,396,810,145,0,0,0,0,,,Sweet
Peachy Fellowship,3,Dress,,3,107,485,992,0,141,0,0,0,,,Sweet
Peachy Fellowship,3,Dress,,4,129,587,1201,214,171,0,0,0,,,Sweet
Peachy Fellowship,3,Dress,,5,154,702,1436,256,204,0,0,0,,,Sweet
Snownight Letter,3,Dress,,0,261,87,85,503,65,0,0,0,,,Sexy
Snownight Letter,3,Dress,,1,327,109,107,629,82,0,0,0,,,Sexy
Snownight Letter,3,Dress,,2,405,135,132,780,101,0,0,0,,,Sexy
Snownight Letter,3,Dress,,3,496,166,162,956,124,0,0,0,,,Sexy
Snownight Letter,3,Dress,,4,601,201,196,1157,150,0,0,0,,,Sexy
Snownight Letter,3,Dress,,5,718,240,234,1384,179,0,0,0,,,Sexy
Enchanting Night,2,Dress,,0,42,56,54,389,58,0,0,0,,,Sexy
Enchanting Night,2,Dress,,1,53,70,68,487,73,0,0,0,,,Sexy
Enchanting Night,2,Dress,,2,66,87,84,603,90,0,0,0,,,Sexy
Enchanting Night,2,Dress,,3,80,107,103,740,0,0,0,0,,,Sexy
Enchanting Night,2,Dress,,4,0,129,125,895,134,0,0,0,,,Sexy
Enchanting Night,2,Dress,,5,116,154,149,1070,160,0,0,0,,,Sexy
Serene Green,2,Dress,,0,162,41,31,50,316,0,0,0,,,Cool
Serene Green,2,Dress,,1,203,52,39,63,395,0,0,0,,,Cool
Serene Green,2,Dress,,2,252,64,49,78,490,0,0,0,,,Cool
Serene Green,2,Dress,,3,308,78,59,95,601,0,0,0,,,Cool
Serene Green,2,Dress,,4,373,95,72,0,727,0,0,0,,,Cool
Serene Green,2,Dress,,5,446,113,86,138,869,0,0,0,,,Cool
Melodic Heart,4,Dress,,0,306,56,576,55,106,0,0,0,,,Sweet
Melodic Heart,4,Dress,,1,383,70,720,69,133,0,0,0,,,Sweet
Melodic Heart,4,Dress,,2,475,87,893,86,165,0,0,0,,,Sweet
Melodic Heart,4,Dress,,3,582,107,1095,105,202,0,0,0,,,Sweet
Melodic Heart,4,Dress,,4,704,129,1325,127,244,0,0,0,,,Sweet
Melodic Heart,4,Dress,,5,842,154,1584,152,292,0,0,0,,,Sweet
Sky Fall,4,Dress,,0,284,561,80,89,87,0,0,0,,,Fresh
Sky Fall,4,Dress,,1,355,702,100,0,109,0,0,0,,,Fresh
Sky Fall,4,Dress,,2,441,870,124,138,135,0,0,0,,,Fresh
Sky Fall,4,Dress,,3,540,1066,152,170,166,0,0,0,,,Fresh
Sky Fall,4,Dress,,4,654,1291,184,205,201,0,0,0,,,Fresh
Sky Fall,4,Dress,,5,781,1543,220,245,240,0,0,0,,,Fresh
Song of Harvest,4,Dress,,0,113,715,341,73,108,0,0,0,,,Fresh
Song of Harvest,4,Dress,,1,142,894,427,92,135,0,0,0,,,Fresh
Song of Harvest,4,Dress,,2,176,1109,529,4,168,0,0,0,,,Fresh
Song of Harvest,4,Dress,,3,215,1359,648,139,206,0,0,0,,,Fresh
Song of Harvest,4,Dress,,4,260,1645,785,168,249,0,0,0,,,Fresh
Song of Harvest,4,Dress,,5,311,1967,938,201,297,0,0,0,,,Fresh
Paper Crane's Flight,4,Dress,,0,357,108,77,76,92,0,0,0,,,Elegant
Paper Crane's Flight,4,Dress,,1,447,135,897,95,0,0,0,0,,,Sweet
Paper Crane's Flight,4,Dress,,2,554,168,0,118,143,0,0,0,,,Elegant
Paper Crane's Flight,4,Dress,,3,679,206,1363,145,175,0,0,0,,,Sweet
Paper Crane's Flight,4,Dress,,4,822,249,1650,175,212,0,0,0,,,Sweet
Paper Crane's Flight,4,Dress,,5,982,297,1972,209,253,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,0,350,0,711,76,98,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,1,438,144,889,95,123,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,2,543,179,1103,118,152,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,3,665,219,1351,145,187,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,4,805,265,1636,175,226,0,0,0,,,Sweet
Chuckle Trainee,4,Dress,,5,963,317,1956,209,270,0,0,0,,,Sweet
Circuit Connection,4,Dress,,0,88,290,67,104,551,0,0,0,,,Cool
Circuit Connection,4,Dress,,1,110,363,84,130,689,0,0,0,,,Cool
Circuit Connection,4,Dress,,2,137,450,104,162,855,0,0,0,,,Cool
Circuit Connection,4,Dress,,3,168,551,128,198,1047,0,0,0,,,Cool
Circuit Connection,4,Dress,,4,203,667,155,240,1268,0,0,0,,,Cool
Circuit Connection,4,Dress,,5,242,798,185,286,1516,0,0,0,,,Cool
Pure Melody,4,Dress,,0,566,278,70,105,82,0,0,0,,,Elegant
Pure Melody,4,Dress,,1,708,348,88,132,103,0,0,0,,,Elegant
Pure Melody,4,Dress,,2,878,41,109,163,128,0,0,0,,,Elegant
Pure Melody,4,Dress,,3,1076,529,133,200,156,0,0,0,,,Elegant
Pure Melody,4,Dress,,4,1302,640,161,242,189,0,0,0,,,Elegant
Pure Melody,4,Dress,,5,1557,765,193,289,226,0,0,0,,,Elegant
Whispering Bubbles,4,Dress,,0,79,274,547,99,102,0,0,0,,,Sweet
Whispering Bubbles,4,Dress,,1,99,343,684,124,128,0,0,0,,,Sweet
Whispering Bubbles,4,Dress,,2,123,425,848,154,159,0,0,0,,,Sweet
Whispering Bubbles,4,Dress,,3,151,521,1040,189,194,0,0,0,,,Sweet
Whispering Bubbles,4,Dress,,4,182,631,1259,228,235,0,0,0,,,Sweet
Whispering Bubbles,4,Dress,,5,218,754,1505,273,281,0,0,0,,,Sweet
Perfect Start,3,Dress,,0,64,248,507,94,87,0,0,0,,,Sweet
Perfect Start,3,Dress,,1,80,310,634,118,109,0,0,0,,,Sweet
Perfect Start,3,Dress,,2,100,385,786,146,135,0,0,0,,,Sweet
Perfect Start,3,Dress,,3,122,472,964,179,166,0,0,0,,,Sweet
Perfect Start,3,Dress,,4,148,571,1167,217,201,0,0,0,,,Sweet
Perfect Start,3,Dress,,5,176,682,1395,259,240,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,0,13,39,78,7,12,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,1,0,49,98,9,15,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,2,21,61,121,0,19,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,3,25,75,149,14,23,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,4,30,90,180,0,28,0,0,0,,,Sweet
Purple Whisper,3,Earrings,,5,36,108,215,20,33,0,0,0,,,Sweet
Wish Bottle Earrings,4,Earrings,,0,100,51,18,16,7,0,0,0,,,Elegant
Wish Bottle Earrings,4,Earrings,,1,125,64,23,20,22,0,0,0,,,Elegant
Wish Bottle Earrings,4,Earrings,,2,155,80,28,25,27,0,0,0,,,Elegant
Wish Bottle Earrings,4,Earrings,,3,190,0,35,31,33,0,0,0,,,Elegant
Wish Bottle Earrings,4,Earrings,,4,230,118,42,37,40,0,0,0,,,Elegant
Wish Bottle Earrings,4,Earrings,,5,275,141,50,44,47,0,0,0,,,Elegant
Surprise Box,3,Earrings,,0,13,37,74,13,13,0,0,0,,,Sweet
Surprise Box,3,Earrings,,1,0,47,93,0,0,0,0,0,,,Sweet
Surprise Box,3,Earrings,,2,21,58,0,21,21,0,0,0,,,Fresh
Surprise Box,3,Earrings,,3,25,71,141,25,25,0,0,0,,,Sweet
Surprise Box,3,Earrings,,4,30,86,171,30,30,0,0,0,,,Sweet
Surprise Box,3,Earrings,,5,36,102,204,36,36,0,0,0,,,Sweet
Droopy Banner,3,Earrings,,0,13,7,13,39,78,0,0,0,,,Cool
Droopy Banner,3,Earrings,,1,0,9,0,49,98,0,0,0,,,Cool
Droopy Banner,3,Earrings,,2,21,0,21,61,121,0,0,0,,,Cool
Droopy Banner,3,Earrings,,3,25,14,25,75,149,0,0,0,,,Cool
Droopy Banner,3,Earrings,,4,30,0,30,90,180,0,0,0,,,Cool
Droopy Banner,3,Earrings,,5,36,20,36,108,215,0,0,0,,,Cool
Tangy Dreams,3,Earrings,,0,38,0,79,9,12,0,0,0,,,Sweet
Tangy Dreams,3,Earrings,,1,48,15,99,12,15,0,0,0,,,Sweet
Tangy Dreams,3,Earrings,,2,59,19,123,14,19,0,0,0,,,Sweet
Tangy Dreams,3,Earrings,,3,73,23,151,18,23,0,0,0,,,Sweet
Tangy Dreams,3,Earrings,,4,88,28,182,21,28,0,0,0,,,Sweet
Tangy Dreams,3,Earrings,,5,105,33,218,25,33,0,0,0,,,Sweet
Flashing Alert,3,Earrings,,0,9,39,14,0,77,0,0,0,,,Cool
Flashing Alert,3,Earrings,,1,0,49,18,14,97,0,0,0,,,Cool
Flashing Alert,3,Earrings,,2,14,61,22,18,120,0,0,0,,,Cool
Flashing Alert,3,Earrings,,3,18,75,27,21,147,0,0,0,,,Cool
Flashing Alert,3,Earrings,,4,21,90,33,26,178,0,0,0,,,Cool
Flashing Alert,3,Earrings,,5,25,108,39,31,212,0,0,0,,,Cool
Cinders,3,Earrings,,0,10,39,12,0,78,0,0,0,,,Cool
Cinders,3,Earrings,,1,13,49,15,14,98,0,0,0,,,Cool
Cinders,3,Earrings,,2,16,61,19,18,121,0,0,0,,,Cool
Cinders,3,Earrings,,3,19,75,23,21,149,0,0,0,,,Cool
Cinders,3,Earrings,,4,23,90,28,26,180,0,0,0,,,Cool
Cinders,3,Earrings,,5,28,108,33,31,215,0,0,0,,,Cool
Daisy Reminiscence,3,Earrings,,0,0,37,77,13,11,0,0,0,,,Sweet
Daisy Reminiscence,3,Earrings,,1,14,47,0,0,14,0,0,0,,,Fresh
Daisy Reminiscence,3,Earrings,,2,18,58,120,21,18,0,0,0,,,Sweet
Daisy Reminiscence,3,Earrings,,3,21,71,147,25,21,0,0,0,,,Sweet
Daisy Reminiscence,3,Earrings,,4,26,86,178,30,26,0,0,0,,,Sweet
Daisy Reminiscence,3,Earrings,,5,31,102,212,36,31,0,0,0,,,Sweet
Gleaming Wilderness,4,Earrings,,0,0,107,53,0,15,0,0,0,,,Fresh
Gleaming Wilderness,4,Earrings,,1,14,134,67,22,19,0,0,0,,,Fresh
Gleaming Wilderness,4,Earrings,,2,18,166,83,27,24,0,0,0,,,Fresh
Gleaming Wilderness,4,Earrings,,3,21,204,101,33,29,0,0,0,,,Fresh
